time,e1,e2
0,4.9999999975,4.9999999975
0.001,5.50568893454983,1.00325081909897
0.002,6.2805725936367,-1.1291023110714
0.003,6.27193962456398,-1.84549040438089
0.004,5.1568366209486,-1.73021651857707
0.005,3.07142711348188,-1.24657913070328
0.006,0.3734705160509,-0.677001941493139
0.007,-2.51788433388281,-0.156552467005709
0.008,-5.21171673493692,0.268825830867421
0.009,-7.38777743586443,0.593385597889735
0.01,-8.81364763696717,0.82208544184696
0.011,-9.35060241287412,0.958288222495129
0.012,-8.95446109412078,1.00226534110153
0.013,-7.67269897998338,0.954458651523952
0.014,-5.63692804221238,0.819427311534171
0.015,-3.04969504592538,0.608433735627034
0.016,-0.165416204358925,0.340071980176601
0.017,2.73358433590065,0.0391453528699406
0.018,5.36398815572044,-0.265675814836834
0.019,7.46880050364756,-0.544836690576216
0.02,8.84233731736854,-0.771013547822959
0.021,9.35033627339509,-0.921960377890365
0.022,8.94313998991271,-0.982786083069356
0.023,7.66060938294221,-0.947453236949504
0.024,5.62826274701559,-0.819375041234323
0.025,3.04501303457414,-0.611071834755646
0.026,0.163706844132504,-0.342933113969214
0.027,-2.73362441177893,-0.0412119203667558
0.028,-5.3633738681177,0.264550716683258
0.029,-7.4681235493529,0.544419880063264
0.03,-8.84184455412909,0.77099740502185
0.031,-9.3500659723274,0.922103305071063
0.032,-8.94303842077801,0.982946213418245
0.033,-7.66060396274624,0.947570713024987
0.034,-5.62829597493328,0.819439965335279
0.035,-3.04505090317624,0.611096569912281
0.036,-0.163734845735675,0.342934781022139
0.037,2.73360882105325,0.0412042021327445
0.038,5.3633678479528,-0.26455966980178
0.039,7.46812306253134,-0.544426553331668
0.04,8.84184634530776,-0.771001148111472
0.041,9.3500680885281,-0.922104769448965
0.042,8.94304001084851,-0.982946350790745
0.043,7.66060486120651,-0.947570297742328
0.044,5.62829633094031,-0.819439465272222
0.045,3.04505094100679,-0.611096191106939
0.046,0.163734749550497,-0.342934565409865
0.047,-2.73360893918751,-0.0412041156292878
0.048,-5.36336793818001,0.264559680031557
0.049,-7.46812311426285,0.544426531077796
0.05,-8.84184636631584,0.771001120211235
0.051,-9.35006809125546,0.922104747961732
0.052,-8.94304000570564,0.982946338381513
0.053,-7.66060485461904,0.947570292642863
0.054,-5.62829632582415,0.819439464553258
0.055,-3.04505093803071,0.611096192294016
0.056,-0.163734748313232,0.342934566964787
0.057,2.7336089393753,0.0412041168472383
0.058,5.36336793790636,-0.264559679317979
0.059,7.46812311389594,-0.54442653077775
0.06,8.84184636602595,-0.771001120162563
0.061,9.35006809108439,-0.922104748024724
0.062,8.94304000563291,-0.982946338468057
0.063,7.66060485460652,-0.947570292711845
0.064,5.62829632583862,-0.819439464594281
0.065,3.04505093805111,-0.611096192311645
0.066,0.163734748329624,-0.342934566967992
0.067,-2.73360893936547,-0.0412041168438921
0.068,-5.36336793790211,0.264559679322781
0.069,-7.46812311389513,0.544426530781652
0.07,-8.84184636602671,0.77100112016492
0.071,-9.35006809108553,0.922104748025754
0.072,-8.94304000563383,0.982946338468273
0.073,-7.6606048546071,0.947570292711655
0.074,-5.62829632583889,0.819439464594009
0.075,-3.04505093805119,0.611096192311426
0.076,-0.163734748329615,0.342934566967862
0.077,2.73360893936553,0.0412041168438545
0.078,5.36336793790214,-0.264559679322806
0.079,7.46812311389515,-0.544426530781647
0.08,8.84184636602672,-0.771001120164904
0.081,9.35006809108552,-0.922104748025746
0.082,8.94304000563382,-0.982946338468269
0.083,7.66060485460708,-0.947570292711654
