time,e1,e2,e3,e4,i1,i2
0.213,-5.87785252292484,-3.67365782682802,-5.14312095755923,-11.7557050458497,2.20419469609682,6.61258408829044
0.214,-3.09016994374958,-1.93135621484349,-2.70389870078089,-6.18033988749917,1.15881372890609,3.47644118671828
0.215,-9.79965031572518e-14,-6.12478144732824e-14,-8.57469402625953e-14,-1.95993006314504e-13,3.67486886839694e-14,1.10246066051908e-13
0.216,3.0901699437494,1.93135621484337,2.70389870078072,6.1803398874988,-1.15881372890602,-3.47644118671807
0.217,5.87785252292468,3.67365782682793,5.14312095755909,11.7557050458494,-2.20419469609676,-6.61258408829027
0.218,8.09016994374945,5.0563562148434,7.07889870078077,16.1803398874989,-3.03381372890604,-9.10144118671813
0.219,9.51056516295153,5.9441032268447,8.32174451758259,19.0211303259031,-3.56646193610682,-10.6993858083205
0.22,10,6.25,8.75,20,-3.75,-11.25
0.221,9.51056516295153,5.94410322684471,8.32174451758259,19.0211303259031,-3.56646193610683,-10.6993858083205
0.222,8.09016994374946,5.05635621484341,7.07889870078078,16.1803398874989,-3.03381372890605,-9.10144118671814
0.223,5.87785252292481,3.67365782682801,5.14312095755921,11.7557050458496,-2.2041946960968,-6.61258408829041
0.224,3.09016994374955,1.93135621484347,2.70389870078086,6.1803398874991,-1.15881372890608,-3.47644118671825
0.225,6.36940131683941e-14,3.98087582302463e-14,5.57322615223449e-14,1.27388026336788e-13,-2.38852549381478e-14,-7.16557648144434e-14
0.226,-3.09016994374943,-1.93135621484339,-2.70389870078075,-6.18033988749886,1.15881372890604,3.47644118671811
0.227,-5.87785252292471,-3.67365782682794,-5.14312095755912,-11.7557050458494,2.20419469609677,6.6125840882903
0.228,-8.09016994374947,-5.05635621484342,-7.07889870078078,-16.1803398874989,3.03381372890605,9.10144118671815
0.229,-9.51056516295154,-5.94410322684471,-8.3217445175826,-19.0211303259031,3.56646193610683,10.6993858083205
0.23,-10,-6.25,-8.75,-20,3.75,11.25
0.231,-9.51056516295152,-5.9441032268447,-8.32174451758258,-19.021130325903,3.56646193610682,10.6993858083205
0.232,-8.09016994374952,-5.05635621484345,-7.07889870078083,-16.180339887499,3.03381372890607,9.10144118671821
0.233,-5.87785252292478,-3.67365782682799,-5.14312095755919,-11.7557050458496,2.20419469609679,6.61258408829038
0.234,-3.09016994374952,-1.93135621484345,-2.70389870078083,-6.18033988749904,1.15881372890607,3.47644118671821
0.235,-2.93915231795365e-14,-1.83697019872103e-14,-2.57175827820944e-14,-5.87830463590729e-14,1.10218211923262e-14,3.30654635769785e-14
0.236,3.09016994374946,1.93135621484341,2.70389870078078,6.18033988749893,-1.15881372890605,-3.47644118671815
0.237,5.87785252292474,3.67365782682796,5.14312095755914,11.7557050458495,-2.20419469609678,-6.61258408829033
0.238,8.09016994374949,5.05635621484343,7.0788987007808,16.180339887499,-3.03381372890606,-9.10144118671817
0.239,9.51056516295155,5.94410322684472,8.32174451758261,19.0211303259031,-3.56646193610683,-10.6993858083205
0.24,10,6.25,8.75,20,-3.75,-11.25
0.241,9.51056516295156,5.94410322684472,8.32174451758261,19.0211303259031,-3.56646193610683,-10.6993858083205
0.242,8.0901699437495,5.05635621484344,7.07889870078082,16.180339887499,-3.03381372890606,-9.10144118671819
0.243,5.87785252292476,3.67365782682797,5.14312095755916,11.7557050458495,-2.20419469609678,-6.61258408829035
0.244,3.09016994374949,1.93135621484343,2.7038987007808,6.18033988749897,-1.15881372890606,-3.47644118671817
0.245,-4.91096680932118e-15,-3.06935425582574e-15,-4.29709595815603e-15,-9.82193361864236e-15,1.84161255349544e-15,5.52483766048633e-15
0.246,-3.09016994374936,-1.93135621484335,-2.70389870078069,-6.18033988749872,1.15881372890601,3.47644118671803
0.247,-5.87785252292465,-3.67365782682791,-5.14312095755907,-11.7557050458493,2.20419469609674,6.61258408829023
0.248,-8.09016994374942,-5.05635621484339,-7.07889870078075,-16.1803398874988,3.03381372890603,9.1014411867181
0.249,-9.51056516295152,-5.9441032268447,-8.32174451758258,-19.021130325903,3.56646193610682,10.6993858083205
0.25,-10,-6.25,-8.75,-20,3.75,11.25
0.251,-9.51056516295155,-5.94410322684472,-8.3217445175826,-19.0211303259031,3.56646193610683,10.6993858083205
0.252,-8.09016994374948,-5.05635621484343,-7.0788987007808,-16.180339887499,3.03381372890606,9.10144118671817
0.253,-5.87785252292473,-3.67365782682796,-5.14312095755914,-11.7557050458495,2.20419469609677,6.61258408829032
0.254,-3.09016994374945,-1.93135621484341,-2.70389870078077,-6.18033988749891,1.15881372890605,3.47644118671814
0.255,-1.02895090353841e-13,-6.43094314711508e-14,-9.00332040596111e-14,-2.05790180707682e-13,3.85856588826905e-14,1.15756976648071e-13
