time,e1,e2,e3,e4,i1
0.269,-328.114498121828,-0.260688154073222,0.360748748380497,-11.9849029207743,65.570761993551
0.27,-345,-33.1245045014606,1.23543950869138,-43.8604772310199,62.3750990997079
0.271,-328.114498121828,-62.7458060587076,1.98915735974136,-71.4425931157474,53.073738412624
0.272,-279.110863059356,-86.2250567152488,2.54812096537932,-92.0313285044128,38.5771612688214
0.273,-202.785912040901,-101.263947101238,2.85761323018788,-103.611321950185,20.3043929879325
0.274,-106.610863059359,-106.390369107255,2.88733737394229,-105.049050230864,0.0440987904207653
0.275,-1.18300880797634e-12,-101.102516069245,2.63438257520787,-96.2037854825315,-20.2205032138488
0.276,106.610863059356,-85.9180030885887,2.12350888630829,-77.9413706084979,-38.505773229589
0.277,202.785912040903,-62.3231992480821,1.40472353028727,-52.0494645304761,-53.0218222577971
0.278,279.110863059357,-32.6277314395488,0.548385828883177,-21.0625536672013,-62.3477188997812
0.279,328.114498121828,0.261598017874427,-0.361680074654062,11.9861412638998,-65.5705800207908
0.28,345,33.1253494500696,-1.2363905231587,43.8615780312695,-62.3749301099861
0.281,328.114498121827,62.7465870219109,-1.99012249081766,71.4435613680434,-53.0735822199833
0.282,279.110863059355,86.2257748371266,-2.54909497747897,92.0321694281708,-38.5770176444457
0.283,202.7859120409,101.264603719823,-2.85859122267642,103.612040950373,-20.3042616642155
0.284,106.610863059357,106.390965734792,-2.88831477869477,105.049652861037,-0.043979464913015
0.285,-4.27096639245967e-16,101.103054373107,-2.63535515288372,96.2042774098467,20.2206108746214
0.286,-106.610863059357,85.9184848728647,-2.12447272145074,77.9417575807455,38.5058695864444
0.287,-202.785912040904,62.3236264358938,-1.40567502535291,52.0497523451054,53.0219076953596
0.288,-279.110863059358,32.6281060561033,-0.549321697304212,21.0627481423452,62.3477938230922
0.289,-328.114498121827,-0.26127386146566,0.360762816275278,-11.9860343164186,65.5706448520723
0.29,-345,-33.125073572192,1.23549456362664,-43.8615528309764,62.3749852855616
0.291,-328.11449812183,-62.7463571850559,1.98925023359939,-71.4436121889221,53.0736281873548
0.292,-279.11086305936,-86.2255887617013,2.54824855054952,-92.0322906198822,38.5770548595318
0.293,-202.785912040907,-101.264459097157,2.85777248886864,-103.612226957627,20.3042905887501
0.294,-106.610863059361,-106.390860239341,2.88752534647208,-105.049898241159,0.0440005640040404
0.295,-3.71888187548986e-12,-101.102985673859,2.63459638745836,-96.204576848603,-20.220597134771
0.296,106.610863059354,-85.9184506439555,2.12374575617417,-77.9421059064643,-38.5058627406619
0.297,202.785912040901,-62.3236243664401,1.40498077330885,-52.0501445411705,-53.0219072814683
0.298,279.110863059356,-32.6281338592662,0.548660863039116,-21.0631793581147,-62.3477993837244
0.299,328.114498121828,0.261218440169138,-0.361389724945655,11.9855687562024,-65.5706559363317
0.3,345,33.1249927473136,-1.23608722379165,43.8610574182173,-62.3750014505373
