time,e1,e2,e3
0.095,0.585690291727488,0.17267063165899,-0.773543202682798
0.096,3.62716261055205,2.09227727362358,-0.698797431885775
0.097,6.3138078726497,3.80720052647319,-0.555717575731494
0.098,8.38263353438525,5.14957051699384,-0.358301767987768
0.099,9.63112372283374,5.98798551008323,-0.125867266751443
0.1,9.93706289286736,6.24037442502389,0.118840467927185
0.101,9.27049912898915,5.88203052364322,0.351874272099984
0.102,7.69667604056401,4.94802987698745,0.550429406539801
0.103,5.36964625610079,3.52979787413936,0.695075856305433
0.104,2.51719167225064,1.76615986721705,0.77166028824162
0.105,-0.581473431395391,-0.170248022225892,0.772691489584913
0.106,-3.62303383724576,-2.08987773045024,0.698073671313423
0.107,-6.30976400213469,-3.80482353747914,0.555115855420164
0.108,-8.37867151323623,-5.1472155889631,0.357816427238153
0.109,-9.62724062295477,-5.98565216788683,0.125492885839599
0.11,-9.93325590624234,-6.2380622108751,-0.119109077894541
0.111,-9.26676556265296,-5.87973899638404,-0.352042078903757
0.112,-7.6930133117847,-4.94575861140501,-0.550501166158297
0.113,-5.36605188776411,-3.52754646031077,-0.695056121832792
0.114,-2.51366328843859,-1.76392790988196,-0.771553418431363
0.115,0.584938109640478,0.172460904266719,-0.772501657034353
0.116,3.62643699597885,2.09207190491076,-0.697804870304036
0.117,6.31310773839603,3.80699935914044,-0.554771909428364
0.118,8.38195783877506,5.14937340020182,-0.357400996130345
0.119,9.6304714677974,5.9877922991822,-0.125009472764763
0.12,9.93643312211008,6.24018498129429,0.119657119902022
0.121,9.26989092623649,5.88184471404752,0.352651540598841
0.122,7.69608852788096,4.94784757393208,0.551168976025938
0.123,5.36907859228166,3.52961895524688,0.695779340283331
0.124,2.51664305127631,1.76598421510767,0.772329232239957
0.125,-0.582003781835108,-0.170420520143396,0.77332737401416
0.126,-3.62354665716759,-2.09004718217891,0.698677914203363
0.127,-6.31026000061833,-3.80499004662586,0.555689815042353
0.128,-8.37915136972319,-5.14737925492246,0.358361404618177
0.129,-9.62770498849334,-5.9858130860174,0.126010127163741
0.13,-9.93370540467962,-6.23822047266821,-0.11861837897377
0.131,-9.26720079177706,-5.8798946896254,-0.351576779058988
0.132,-7.69343484441895,-4.94591182032972,-0.550060170271481
0.133,-5.36646027281541,-3.52769726575171,-0.694638380968314
0.134,-2.51405905190131,-1.76407638941191,-0.771157927894333
0.135,0.584554463722333,0.17231467619884,-0.772127454510497
0.136,3.62606498459021,2.09192785684944,-0.697451034077766
0.137,6.31274689866767,3.80685742249836,-0.55443755667574
0.138,8.38160772713824,5.14923350914045,-0.357085281283774
0.139,9.63013165917343,5.98765439049679,-0.124711585946425
0.14,9.93610320913421,6.24004899430411,0.119937954380903
0.141,9.26957051851437,5.8817105904904,0.352916065675662
0.142,7.6957772512764,4.94771525786374,0.551417903263952
0.143,5.36877608823407,3.52948839294404,0.696013351191008
0.144,2.51634897614725,1.76585535497575,0.772548979534887
0.145,-0.582289757388238,-0.170547727659182,0.773533482833843
0.146,-3.62382484879161,-2.09017278467848,0.698870983265111
0.147,-6.31053071083897,-3.80511408983575,0.555870417754436
0.148,-8.3794148884956,-5.14750178277369,0.358530090144273
0.149,-9.62796159372939,-5.9859341407202,0.126167421442656
0.15,-9.93395536275338,-6.23834009478368,-0.118471972251249
0.151,-9.26744435800881,-5.88001291813407,-0.351440777514293
0.152,-7.69367226353883,-4.94602869269723,-0.549934111941798
0.153,-5.36669177940764,-3.52781281799171,-0.694521823447785
0.154,-2.51428487082988,-1.76419065614653,-0.771050447511366
0.155,0.584334116906079,0.172201661681399,-0.772028645539649
0.156,3.62584990325694,2.09181606253939,-0.697360507984745
0.157,6.31253688473616,3.80674681761158,-0.554354941394148
0.158,8.38140259071657,5.14912406406728,-0.357010220522243
0.159,9.62993121821584,5.98754607675369,-0.124643738524881
0.16,9.9359072891121,6.23994178448682,0.119998915167085
0.161,9.26937895210121,5.88160445822946,0.352970452664774
0.162,7.69558987804573,4.94761017778143,0.551466016011466
0.163,5.36859275437044,3.52938434061368,0.696055476528568
0.164,2.51616953416906,1.7657523068821,0.772585392105797
0.165,-0.582465448894114,-0.170649794157292,0.773564445606056
0.166,-3.62399692542419,-2.09027389138447,0.698896748022646
0.167,-6.31069930262654,-3.80521425774954,0.55589122556815
0.168,-8.37958012012925,-5.14760103212508,0.358546171822838
0.169,-9.62812358478654,-5.98603249100044,0.12617899796458
0.17,-9.93411422791193,-6.2384375647759,-0.118464689323764
0.171,-9.2676002072523,-5.8801095259424,-0.351437585638877
0.172,-7.69382520235301,-4.94612445577467,-0.549934817216118
0.173,-5.36684190896873,-3.52790775316688,-0.694526240245712
0.174,-2.51443228818501,-1.76428477964924,-0.771058398134432
0.175,0.58418931866605,0.172108334195496,-0.772039959883155
0.176,3.62570763483204,2.09172351596555,-0.697375023217913
0.177,6.31239706045852,3.80665503737315,-0.554372501653706
0.178,8.38126512839849,5.14903303609433,-0.357030676618905
0.179,9.62979603900441,5.98745578746222,-0.124666947662153
0.18,9.93577431734956,6.23985222075904,0.11997308966227
0.181,9.26924811519141,5.88151560739466,0.352942141600097
0.182,7.69546110632621,4.94752202759799,0.55143534457642
0.183,5.36846598098984,3.52929687925147,0.696022564531255
0.184,2.51604469496952,1.76566552290589,0.772550354199781
0.185,-0.582588415489425,-0.170735911803967,0.773527391507671
0.186,-3.62411807851867,-2.09035935339438,0.698857782719168
0.187,-6.31081869895366,-3.80529907446672,0.555850449517217
0.188,-8.37969781415137,-5.14768521355874,0.358503681143493
0.189,-9.62823962878984,-5.98611604683857,0.126134884620272
0.19,-9.93422867209705,-6.23852050439813,-0.11851033734987
0.191,-9.26771309982137,-5.88019185843234,-0.351484684175963
0.192,-7.69393658959303,-4.94620618993186,-0.549983285744831
0.193,-5.36695183533145,-3.52798889751817,-0.694576001744053
0.194,-2.51454079636325,-1.76436534245957,-0.771109378930125
0.195,0.58408218766502,0.172028344912588,-0.772092089512218
0.196,3.62560184161624,2.09164409243785,-0.697428234289181
0.197,6.31229256718395,3.8065761720602,-0.554426729719055
0.198,8.38116189870488,5.14895472167832,-0.357085860048925
0.199,9.62969403795342,5.98737801683912,-0.124723027527057
0.2,9.93567351136563,6.2397749870302,0.119916169706737
0.201,9.26914847200509,5.88143890385867,0.35288443542194
0.202,7.69536259492,4.94744584774302,0.551376903672093
0.203,5.36836857154587,3.52922121674765,0.695963438125946
0.204,2.5159483588201,1.76559037159843,0.772490589343479
0.205,-0.582683705909733,-0.170810557901781,0.773467033167199
0.206,-3.62421234971875,-2.09043350010763,0.698796873866339
0.207,-6.31091197642963,-3.80537272746519,0.55578903121329
0.208,-8.37979012242861,-5.14775837836287,0.358441792620062
0.209,-9.62833099146303,-5.9861887288252,0.126072563356765
0.21,-9.934319111869,-6.23859270880612,-0.118573055551958
0.211,-9.26780263853967,-5.88026359036778,-0.351547765121958
0.212,-7.6940252482855,-4.94627745437313,-0.550046696778762
0.213,-5.36703963424007,-3.52805969932089,-0.694639711683399
0.214,-2.51462775497645,-1.76443568636112,-0.771173358003305
0.215,0.583996050581102,0.171958454288515,-0.772156309298716
0.216,3.62551650798801,2.09157465057695,-0.697492667662189
0.217,6.3122080196018,3.8065071745535,-0.554491350790525
0.218,8.38107812039592,5.14888616421821,-0.357150644116942
0.219,9.62961101275507,5.98730989521557,-0.124787951025419
0.22,9.93559122370072,6.23970729712715,0.119851129256808
0.221,9.26906690685773,5.8813716416506,0.352819299458065
0.222,7.69528173781246,4.94737900929154,0.551311692635045
0.223,5.36828840851683,3.52915479819855,0.695898171502104
0.224,2.51586887640299,1.76552436917824,0.772425285705488
0.225,-0.582762520706656,-0.170876147888423,0.773401710212916
0.226,-3.62429050943192,-2.09049868128092,0.698731548456148
0.227,-6.31098949315877,-3.80543750337277,0.555723719405834
0.228,-8.37986700785458,-5.1478227524825,0.358376509706483
0.229,-9.62840725686491,-5.98625270456719,0.12600732389349
0.23,-9.93439476814031,-6.23865628951565,-0.1186382377118
0.231,-9.26787769620429,-5.88032677932729,-0.351612876798454
0.232,-7.69409971751266,-4.94634025480452,-0.550111725436393
0.233,-5.36711352485844,-3.52812211438738,-0.694704645403434
0.234,-2.51470107648843,-1.76449771916961,-0.771238185457358
0.235,0.583923288986511,0.171896800685714,-0.77222101972342
0.236,3.62544429742243,2.09151337318028,-0.697557250834933
0.237,6.31213635146537,3.8064462704143,-0.554555797006219
0.238,8.38100698636563,5.14882563043708,-0.357214944165752
0.239,9.62954040477366,5.98724972894068,-0.124852096171453
0.24,9.93552113396595,6.2396474955527,0.119787147295925
0.241,9.26899732781225,5.88131220201535,0.352755488530753
0.242,7.69521266213386,4.94731992887729,0.551248060174501
0.243,5.36821982910821,3.5290960743287,0.695834724544246
0.244,2.51580078638427,1.7654659992167,0.772362030906146
0.245,-0.582830128007689,-0.170934166538722,0.773338653864296
0.246,-3.62435764048761,-2.09055635117912,0.698668696502601
0.247,-6.31105615424997,-3.80549482704148,0.555661077458958
0.248,-8.37993320507781,-5.14787973240875,0.358314083059583
0.249,-9.62847299613976,-5.98630934320348,0.125945117535438
0.25,-9.93446005521646,-6.23871258928112,-0.118700219083297
0.251,-9.26794253666813,-5.88038274260861,-0.351674628764143
0.252,-7.69416411679366,-4.94639588395688,-0.550173243843304
0.253,-5.36717748823549,-3.52817741173547,-0.69476592635322
0.254,-2.51476460909554,-1.76455268700851,-0.771299225295133
0.255,0.583860182154373,0.171842160089736,-0.772281815027064
0.256,3.62538161150437,2.091459057589,-0.697617798404851
0.257,6.31207408172896,3.80639227761673,-0.554616093855529
0.258,8.38094512820209,5.14877195824857,-0.357274987510895
0.259,9.62947895369306,5.98719637520238,-0.124911883423194
0.26,9.93546008559272,6.23959445813071,0.11972761854111
0.261,9.26893667788069,5.88125947880018,0.352696220498927
0.262,7.69515240648408,4.94726751778308,0.55118905492217
0.263,5.36815996368206,3.52904397329279,0.695775983965925
0.264,2.51574130722148,1.76541420619881,0.772303556741606
0.265,-0.582889224773028,-0.170985653556752,0.773280447705506
0.266,-3.6244163586312,-2.09060753419442,0.698610759800365
0.267,-6.31111449745981,-3.80554570803005,0.555603411529282
0.268,-8.37999117695804,-5.14793031332634,0.358256689089774
0.269,-9.62853060021362,-5.98635962598602,0.125887996589932
0.27,-9.93451729492929,-6.23876257584516,-0.118757066057343
0.271,-9.26799941539025,-5.88043243485177,-0.351731200931505
0.272,-7.69422063782309,-4.94644528375833,-0.550229540475565
0.273,-5.36723365480059,-3.52822652095633,-0.69482194682387
0.274,-2.5148204243577,-1.76460150749229,-0.771354969074868
0.275,0.583804715098873,0.171793626516985,-0.772337281679291
0.276,3.62532648962124,2.09141080911791,-0.69767298758138
0.277,6.31201930204418,3.80634431245451,-0.554671005292454
0.278,8.38089068779967,5.14872427461862,-0.357329621024649
0.279,9.62942484971298,5.98714897134393,-0.12496623890677
0.28,9.93540631522895,6.23954733229853,0.119673541121779
0.281,9.26888323837932,5.88121262926419,0.352642421108429
0.282,7.69509929514152,4.94722094282817,0.551135533458929
0.283,5.36810717784328,3.52899767121841,0.695722740265374
0.284,2.51568884427852,1.76536817531887,0.772250590579228
0.285,-0.582941367383249,-0.171031414914587,0.773227758799734
0.286,-3.62446818342754,-2.09065302768838,0.698558347815373
0.287,-6.31116600691898,-3.80559093530494,0.555551276077646
0.288,-8.38004237351582,-5.14797527601364,0.358204829735021
0.289,-9.62858148626622,-5.98640432570414,0.125836412848985
0.29,-9.93456787283478,-6.23880701419971,-0.118808374711834
0.291,-9.26804968746965,-5.88047661343575,-0.351782235068929
0.292,-7.69427060636155,-4.94648920415228,-0.550280300705206
0.293,-5.36728332204859,-3.52827018472858,-0.694872433792862
0.294,-2.51486979253202,-1.76464491619908,-0.771405183466234
0.295,0.583755643813727,0.17175047133107,-0.772387224210068
0.296,3.62527771307235,2.09136790592001,-0.697722659000828
0.297,6.31197081810917,3.80630165972315,-0.554720406380341
0.298,8.38084249438574,5.14868187084368,-0.357378752589605
0.299,9.62937694475603,5.98710681502635,-0.125015101784719
0.3,9.9353586966927,6.23950542195021,0.119624946069124
